tweet,sentimen,clean_tweet
Jokowi Jagokan Kawasan Khusus Ekonomi Pariwisata  http://dlvr.it/R2mZW1Â  pic.twitter.com/LOrP3WIhsb,netral,jokowi jago kawasan khusus ekonomi pariwisata pictwittercomlorpwihsb
"Kl bicara jujur... @prabowo wajib katakan lbh detail..kl arah ekonomi/pembangunan  NKRI sdh salah dr rezim Soeharto...""pelihara""pengusaha China dgn ""membunuh""pengusaha Pribumi(H ning,markam/karkam,Darpo,Rahman/tamin.dll)krn percaya""bisikan""csis..?  https://twitter.com/ferrykoto/status/1117092682084442113Â â€¦",positif,kl bicara jujur prabowo wajib kata lbh detailkl arah ekonomipembangunan nkri salah rezim soehartopeliharapengusaha china membunuhpengusaha pribumih ningmarkamkarkamdarporahmantamindllkrn percayabisikancsis
"Prabowo bilang, contohlah Tiongkok!  Tiongkok menjelma jadi raksasa ekonomi butuh waktu 15 tahun. Pondasinya dibangun dalam beberapa dekade.  Jelas kan, semua kehancuran bangsa ini karena Soeharto yang Prabowo puja dan ingin dihidupkan kembali...  pic.twitter.com/IXwUYZTUsp",negatif,prabowo bilang contoh tiongkok tiongkok jelma jadi raksasa ekonomi butuh waktu tahun pondasinya bangun beberapa dekade jelas kan semua hancur bangsa soeharto prabowo puja hidup pictwittercomixwuyztusp
Yang disayangkan oleh prabowo adalah presiden presiden setelah pak harto ga memperbaiki fundamental ekonomi ini sampai ke pak Jokowi.,netral,sayang prabowo presiden presiden pak harto tidak_baik fundamental ekonomi pak jokowi
Orang mikirin perut bagaimana kesejatraan bangsa. Ehh ini malah ngomongin  mobil lagend itu mainan anak milenial .dirumah gak ada beras ... Petani gagal panen . harga2 mahal . ini ngomongin mobil lagend,negatif,orang mikirin perut bagaimana kesejatraan bangsa ehh malah ngomongin mobil lagend main anak milenial rumah gak_beras tani gagal panen harga mahal ngomongin mobil lagend
Gaji kan ga seberapa..tunjangan tetap dong masuk kantong @prabowo @sandiuno heheee,negatif,gaji kan tidak_seberapatunjangan tetap dong masuk kantong prabowo sandiuno heheee
"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi. Coblos 01 Yuk Kerja Pasti !   https://bit.ly/2OgymxtÂ ",positif,pilihorangbaik pilihjelasislamnya pilihbajuputih pilih pimpin jelas banyak capai nah capai ekonomi lama perintah jokowi coblos yuk kerja
"Sandi ngerti banget ekonomi mikro/makro, Prabowo juga. Si jae bacaannya sinchan, ipk di bawah 2 mana ngerti",negatif,sandi erti banget ekonomi mikromakro prabowo si jae baca sinchan ipk bawah mana erti
Ngajarin ekonomi mikro dan makro ke raja bisnis..... Mereka lupa bahwa pak prabowo dan bang sandi pengusaha top,negatif,ngajarin ekonomi mikro makro raja bisnis lupa pak prabowo bang sandi usaha top
Wajib...pak jokowi 2 periode harga mati....,positif,wajibpak jokowi periode harga mati
Lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa???,negatif,lah terus gaji karyawan bom bayar pak prabowo bayar pake apa
"Komitmen PRABOWO-SANDI akan memberikan gajinya kepada kaum Dhuafa.  Alhamdulillah Subhanallah Ini sejarah Presiden & Wapres Indonesia.  Cc, @GunRomli @Dennysiregar7 @permadiaktivis_ pic.twitter.com/KXBwZmYxt6",positif,komitmen prabowosandi beri gaji kaum dhuafa alhamdulillah subhanallah sejarah presiden wapres indonesia cc gunromli dennysiregar permadiaktivis pictwittercomkxbwzmyxt
"Bener setelah kampanye rakyat membantu sukarela dg menyumbangkan dana buat perjuangan prabowo sandi, insyaAllah setelah jadi gantian gaji mereka disumbangkan seluruhnya utk rakyat tentu setelah dipotong pajak dongðŸ˜",positif,bener kampanye rakyat bantu sukarela sumbang dana buat juang prabowo sandi insyaallah jadi ganti gaji sumbang seluruh rakyat potong pajak dong
pak jokowi lebih fokus ke unicorn mobile legend  padahal semua itu malah berdampak buruk buat generasi muda kita  betul kata prabowo  kita harus fokus d ekonomi ecomerece pun sebenarnya meperburuk ekonomi karena memutus mata rantai distribusi sehingga org kecil gk dpt bagian,netral,pak jokowi lebih fokus unicorn mobile legend padahal semua malah dampak buruk buat generasi muda betul kata prabowo fokus d ekonomi ecomerece benar meperburuk ekonomi putus mata rantai distribusi orang kecil tidak_bagi
"bener juga sih #ApaKataKu  kan kata bapak aja, jelas Pak Jokowi dapat penghargaan dimana2 di luar negeri..  Jangan sampe segitu pak kalo mau menang.  kasihan rakyat.",negatif,bener sih apakataku kan kata bapak jelas pak jokowi harga luar negeri jangan_sampe segitu pak kalo menang kasihan rakyat
Closing Statement: Kyai Ma'ruf optimis akan sukses dlm membangun ekonomi bangsa ini Jokowi positifisme pilpres akan membawa Indonesia ke puncak kejayaan  Sandi mengemis suara Prabowo coba meraih simpati dg kembali menyerang dg senjata hoax #JokowiMenangTotalDebat pic.twitter.com/zK7rKlFe13,netral,closing statement kyai maruf optimis sukses bangun ekonomi bangsa jokowi positif pilpres bawa indonesia puncak jaya sandi emis suara prabowo coba raih simpati serang senjata hoax jokowimenangtotaldebat pictwittercomzkrklfe
"Kalo prabowo terpilih , ya benar ekonomi makin baik. Karna infrastruktur udah dibangun besar2an sama jokowi. Jadii dia tinggal duduk manis aja..ðŸ¤£ðŸ¤£",negatif,kalo prabowo pilih benar ekonomi makin baik karna infrastruktur udah bangun besar sama jokowi jadi tinggal duduk manis aja
Tapi berakhir dgn kehancuran ekonomi dan kerusuhan sosial...! kok bisa...?,negatif,akhir hancur ekonomi rusuh sosial kok
"Pemerintah yg kompeten, akan memberdayakan ekonomi rakyat.  Kita lihat skrg : Jutaan Rakyat pinter tdk berdaya menghadapi pemimpin Bodoh.  So Kepemimpinan Nasional adalah slh satu hal yg penting  #AaGymPilihPrabowo",negatif,perintah kompeten daya ekonomi rakyat lihat sekarang juta rakyat pinter tidak_daya hadap pimpin bodoh so pimpin nasional slh satu penting aagympilihprabowo
"Apa saja kabar menarik dalam sepekan ini? Ya kita mulai saja: ada soal Jokowi yang kena hoaks lebih banyak, permainan di balik harga tiket pesawat, dan 4 kabar lainnya. #RingkasanSepekan https://beritagar.id/artikel/berita/6-kabar-terpopuler-sepekan-terakhirÂ â€¦",netral,apa kabar tarik pek mulai soal jokowi kena hoaks lebih banyak main balik harga tiket pesawat kabar lain ringkasansepekan
"iyalah...gak bakalan jadi kok, gaji apa yg mau diambil....@prabowo @sandiuno",positif,iyalahgak bakal jadi kok gaji apa diambilprabowo sandiuno
Jangan-jangan tim penasehat ekonomi bpk ada yg ngefans sm jokowi   Saat Prabowo Salahkan Para Presiden Sebelum Jokowi soal Perekonomian Negara  http://kom.ps/AFzEnaÂ ,negatif,janganjangan tim nasehat ekonomi bpk ngefans sama jokowi prabowo salah presiden jokowi soal ekonomi negara
"Debat Final Pilpres, Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  http://liputan-ummat.blogspot.com/2019/04/debat-final-pilpres-analis-politik-soal.htmlÂ â€¦",netral,debat final pilpres analis politik soal ekonomi jokowi kritik bijak sendiri
"Gua juga akui janji-janji Pak Prabowo ya terlalu umum, gak spesifik. Misal janji harga sembako murah, nah. Ini mekanismenya gimana? Dikasih tau gak caranya ke masyarakat? Jadi ya utk masyarakat yang oportunis mikirnya,""Lah, apaan ini kagak nyentuh kehidupan gua langsung"" ðŸ˜‚",positif,gua aku janjijanji pak prabowo terlalu umum gak_spesifik misal janji harga sembako murah nah mekanisme gimana kasih tau gak_cara masyarakat jadi masyarakat oportunis mikirnyalah apa kagak nyentuh hidup gua langsung
"Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot. Jokowi mau bikin Halal Park dekat GBK, Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar.  HELLO??? Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan.",negatif,segmen debat ekonomi syariah kemarin sangat tidak_bobot jokowi bikin halal park dekat gbk uno singgung indonesia salah satu impor produk halal besar hello produk halal dasar semua produk tidak_haram
Skak Mat untuk Prabowo - Sandi  Amburadul Ekonomi Macro - Micro memangnya NKRI dihuni segelintir orang  https://www.facebook.com/KASTAONE/posts/2362981890399549Â â€¦,netral,skak mat prabowo sandi amburadul ekonomi macro micro memang nkri huni gelintir orang
"Kalo masalahnya bayar, jalan biasa pun tetep bayar lho walau secara nda langsung lewat pajak. Kalo gabayar darimana duit perawatannya?",negatif,kalo masalah bayar jalan biasa tetep bayar lho nda_langsung lewat pajak kalo gabayar darimana duit awat
"Pak tolong jika bpk prabowo jadi presiden buat bangga dan kuat TNI, masa Indonesia minciptakan kapal selam pertama coma menham yg resmikan, ini presidennya ribuk meresmikan jln tol, menghargai krn anak bangsa lebih berarti jln tol. Miris melihat TNI sprt ini",negatif,pak bpk prabowo jadi presiden buat bangga kuat tni masa indonesia minciptakan kapal selam pertama coma menham resmi presiden ribuk resmi jln tol harga anak bangsa lebih arti jln tol miris lihat tni sprt
"Gak ambil gaji, tapi perusahaanya siap menguadai proyek2 besar ðŸ˜‚ðŸ˜‚ðŸ˜‚ kepada,sobat2 sekalian, jangan golput ya, ke tps pilih jokowi. Selamatkan bangsa kita....ðŸ˜‚ðŸ˜‚ðŸ˜‚  https://news.detik.com/berita/d-4509660/janji-tak-ambil-gaji-jika-menang-pilpres-prabowo-bukti-kita-tulus?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Facebook#Echobox=1555173787Â â€¦",negatif,gak_ambil gaji perusahaanya siap menguadai proyek besar kepadasobat sekali jangan_golput tps pilih jokowi selamat bangsa kita
"Itu sama kayak Tentara dulu mbak. Zaman firaun tentara itu ndak digaji, hanya dikasih kekuasaan utk kelola sesuatu saja. Bahkan kalau perang yang dipakai adalah para budak sebagai pasukan berani mati. PROFESI @prabowo itu, dulu adalah pekerjaannya para BUDAK.  DUNIA BERKEMBANG.",negatif,sama kayak tentara dulu mbak zaman firaun tentara ndak_gaji kasih kuasa kelola bahkan kalau perang pakai budak pasu berani mati profesi prabowo dulu kerja budak dunia kembang
Siapa yg mau bayar gajinya? Wong #jokowi presidennya 2019 -2024ðŸ¤ªðŸ¤ª,positif,siapa bayar gaji wong jokowi presiden
Kata Wowo kesalahan arah ekonomi yg mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk pada presiden Indonesia sebelum era Jokowi. #PrabowoSalahkanSBY,negatif,kata wowo salah arah ekonomi akibat jadi deindustrialisasi salah semua pihak masuk presiden indonesia era jokowi prabowosalahkansby
Y memang lebih kecil. Tp pngetahuan tata kelola ekonomi negara jauh kelasnya,netral,y memang lebih kecil pngetahuan tata kelola ekonomi negara jauh kelas
"Pertama dalam sejarah, Capres dan Cawapres siap tak ambil gajinya dan akan menyerahkan kepada negara untuk disumbangkan kepada kaum dhuafa dan yatim piatu. Luar biasa ! Rakyat yakin ke TPS ( Tusuk Prabowo Sandi ) 02 #HoaxJkwMenangTotalDebat",positif,pertama sejarah capres cawapres siap tidak_ambil gaji serah negara sumbang kaum dhuafa yatim piatu luar biasa rakyat yakin tps tusuk prabowo sandi hoaxjkwmenangtotaldebat
"Bgmn bs memimpin negara klu setiap saat bicaranya hanya ekonomi mikro. Dia fikir ini perusahaan cuma produksi lalu jual? Hahaha... Begitulah tong kosong nyaring bunyinya, ok oc gagal di jakarta mau dinasionalkan. Pak Jokowi keluarkan kartu kerja dia domplrng dgn rumah kerja. Haha",negatif,bgmn pimpin negara klu bicara ekonomi mikro fikir usaha cuma produksi lalu jual hahaha begitu tong kosong nyaring bunyi oc gagal jakarta nasional pak jokowi keluar kartu kerja domplrng rumah kerja haha
"Pak Ari, saya percaya Pak Prabowo dan Pak Sandiaga ga akan ngambil gaji, toh gajinya cuman 70 juta rupiah per bulan, yang notabene cuman recehan bagi mereka.  Kalau hanya diiming-imingi hal seperti itu aja ga bakalan bikin saya goyah dan berubah haluan ke kubu 02.",positif,pak ari percaya pak prabowo pak sandiaga tidak_ambil gaji gaji cuman juta rupiah per bulan notabene cuman receh kalau diimingimingi tidak_bakal bikin goyah ubah haluan kubu
Jokowi bahas ekonomi makro dan mikro .. ya makanan sehari2 Sandiaga dari dulu itu sih .. fatal .. untuk ada ET .. keluarlah I-Spot .. sejenis revolusi 4.0 ..   Sok futuristik padahal otaknya antik,netral,jokowi bahas ekonomi makro mikro makan hari sandiaga dulu sih fatal et keluar ispot jenis revolusi sok futuristik padahal otak antik
"1) interest @prabowo adalah pd kesejahteraan rakyat, technologi adalah alat untuk mencapai itu. 2) @jokowi hanya mencoba menonjolkan pengetahuannya ttg makro ekonomi, yg tdk lengkap dan tampal baru saja dia ketahui. 3) Utk @jokowi digitech adalah tujuan",netral,interest prabowo sejahtera rakyat technologi alat capai jokowi coba tonjol tahu ttg makro ekonomi tidak_lengkap tampal baru tahu jokowi digitech tuju
Trimakasih @KemenPU  Trimakasih @tni_ad  Trimakasih @jokowi  Prjuangan yg luar biasa ðŸ‘ðŸ¿ Pelan tp pasti alhmdllh masy di ujung Ind bs merasakan manfaat adanya infrastruktur. Ikut senang kalo pajak yg kt bayar ke negara dipakai utk hal2 spt ini ðŸ™‚,positif,trimakasih kemenpu trimakasih tniad trimakasih jokowi prjuangan luar biasa pelan alhmdllh masy ujung indonesia rasa manfaat ada infrastruktur ikut senang kalo pajak kt bayar negara pakai spt
"Dolar udh lama turun tong, kalo ga ngerti ekonomi jgn sok bicara ekonomi. Belajar ekonomi dulu sana.",negatif,dolar lama turun tong kalo tidak_erti ekonomi jgn sok bicara ekonomi ajar ekonomi dulu sana
klo gak paham ilmu ekonomi tentang variabel pertumbuhan ekonomi mending mingkem cuk,negatif,klo gak_paham ilmu ekonomi variabel tumbuh ekonomi mending mingkem cuk
"Detik-detik Prabowo Celingak Celinguk Tidak Paham Ekonomi Makro & Mikro, Simak!  https://www.kitaberita.com/2019/04/detik-detik-prabowo-celingak-celinguk.htmlÂ â€¦",netral,detikdetik prabowo cingak celinguk tidak_paham ekonomi makro mikro simak
Punya presiden yang sangat menghargai istrinya  #TerimaKasihIstriku @Kiyai_MarufAmin @jokowi @addiems pic.twitter.com/guFtY2Q8Tp,positif,punya presiden sangat harga istri terimakasihistriku kiyaimarufamin jokowi addiems pictwittercomguftyqtp
"Prabowo pernak jadi ketum HKTI, apa hasilnya, kalian ngak pandai ngomong, kalian bilang ngaku terbaik, nyalahkan mantan2 pemimpin lalu, memang kalian apa rekam jejaknya, mimpin perusahan sendiri hancur, gaji dan thr karyawan ada yg gak beres",negatif,prabowo pernak jadi tum hkti apa hasil kalian ngak pandai bicara kalian bilang aku baik nyalahkan mantan pimpin lalu memang kalian apa rekam jejak mimpin usah sendiri hancur gaji thr karyawan gak_beres
Pancasila dan NKRI Itu sudah harga mati dan tidak bisa di ganggu gugat.. pic.twitter.com/kfer14U2KL,netral,pancasila nkri harga mati tidak_ganggu gugat pictwittercomkferukl
Hal hal yang remeh temeh ditanyakan..rakyat tidak butuh itu..rakyat butuh kesejahteraan.. Kepastian hukum..ekonomi stabil..bukan GAME... Dari pertanyaan sdh bisa menggambarkan kualitas seseorang...sungguh naif dan memalukan.,negatif,remeh temeh ditanyakanrakyat tidak_butuh iturakyat butuh sejahtera pasti hukumekonomi stabilbukan game tanya gambar kualitas seseorangsungguh naif malu
"Anak saya kuliah mahal2 buat bikin game dan animasi. Itu profesi yg menjanjikan dan bisa menjadi penopang masa depan. Jangan lembek gitu ah, anak dikuliahin ujung2nya nuntut jadi PNS biar gajian tiap bulan.",positif,anak kuliah mahal buat bikin game animasi profesi janji jadi topang masa depan jangan_lembek gitu ah anak dikuliahin ujung nuntut jadi pns biar gaji tiap bulan
KNKS akan dikembankan @jokowi & untuk mengembangkan ekonomi dan menjadikan Indonesia sebagai Islamic finance di dunia. #01ndonesiaMaju,netral,knks kemban jokowi kembang ekonomi jadi indonesia islamic finance dunia ndonesiamaju
"Prabowo Janji Pertumbuhan Ekonomi 8%, Rizal Ramli Jelaskan Caranya",netral,prabowo janji tumbuh ekonomi rizal ramli jelas cara
"PS bolak-balik menyinggung soal deindustrialisasi. Meski begitu, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum @jokowi.  https://bit.ly/2Za6qjLÂ  #PrabowoSalahkanSBY",netral,ps bolakbalik singgung soal deindustrialisasi meski kata tidak_salah jokowi malah ujar salah arah bangun ekonomi indonesia tidak_lepas andil presiden jokowi prabowosalahkansby
"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. Coblos 01 JUARA   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",netral,pilihorangbaik pilihjelasislamnya pilihbajuputih bagai capai hasil capai khusus tumbuh ekonomi era perintah jokowi jk sangat jauh tingkat coblos juara
Pecatan gak ngerti ekonomi ðŸ˜‚ðŸ˜‚ðŸ˜‚ Ngerti nya di sawer lu wo pic.twitter.com/ztf4KwJTgj,negatif,pecat gak_erti ekonomi erti nya sawer kamu wo pictwittercomztfkwjtgj
jika 17 April Kita Mencoblos @prabowo @sandiuno itu Berarti Kita Telah Beramal Selama 5 Tahun Karena Gaji @prabowo @sandiuno Akan Disumbangkan Kepada Dhuafa dan Yatim .. Inshaa Allah   #UASdifitnahKejiDanBrutal,positif,april coblos prabowo sandiuno arti amal lama tahun gaji prabowo sandiuno sumbang dhuafa yatim inshaa allah uasdifitnahkejidanbrutal
"Sebelumnya kan ngomong dengan mudahnya Janji  ekonomi bakal tumbuh diatas 7% ,eh sekarang lain lagi omongane, sehat pak jok????",negatif,belum_kan bicara mudah janji ekonomi bakal tumbuh atas eh sekarang omongane sehat pak jok
Pertumbuhan ekonomi harus berkualitas tidak sekedar angka aja pak presidenku.,negatif,tumbuh ekonomi kualitas tidak_dar angka pak presiden
Komunitas olahraga siap deklarasi dukung Jokowi-Maâ€™ruf yang akan dihadiri puluhan atlet dari berbagai cabang olahraga dan ratusan simpatisan. Ini merupakan suatu penghargaan atas kerja hebat Pak Jokowi untuk olahraga Indonesia.,positif,komunitas olahraga siap deklarasi dukung jokowima ruf hadir puluh atlet bagai cabang olahraga ratus simpatisan rupa suatu harga atas kerja hebat pak jokowi olahraga indonesia
"Pa @prabowo autokritik, bapaknya saja lama jadi mentri ekonomi. Dikira cuma SBY yang jadi presiden?",negatif,pa prabowo autokritik bapak lama jadi tri ekonomi kira cuma sby jadi presiden
